sk_id,com_cat_1,com_cat_2,com_cat_3,base_type,act,arpu_group,com_cat_7,com_cat_8,device_type_id,internet_type_id,revenue,itc,vas,rent_channel,roam,cost,com_cat_17,com_cat_18,com_cat_19,com_cat_20,com_cat_21,com_cat_22,com_cat_23,com_cat_25,com_cat_26,com_cat_27,com_cat_28,com_cat_29,com_cat_30,com_cat_31,com_cat_32,com_cat_33,com_cat_34
2767,27,513,117,12,9,34.0,72,10011.0,44.0,21.0,1.02726,0.149298,0.778624,0.495252,0.0,0.054488,0.0,0.0,0.262475,6.292459000000001,0.194395,6.290900000000001,1.035337,9,8,0.021918999999999998,0.149298,0.004451000000000001,0.0,0.038276,0.24821099999999996,0.935064,39.0
2768,72,24,60,24,12,76.0,36,10932.0,36.0,36.0,1.443319,0.028777999999999998,1.0646520000000002,0.660369,0.0,0.057053999999999994,0.0,0.0,0.3145440000000001,8.427992,0.23157600000000003,8.427992,1.423196,12,12,0.163182,0.028777999999999998,9e-06,0.0,1.031991,0.330948,1.246752,40.0
2769,24,384,60,24,12,115.0,12,1632.0,60.0,24.0,1.595352,0.510906,1.0387440000000001,0.665584,0.0,0.10485500000000002,0.0,0.0,0.3145440000000001,8.444581999999999,0.23157600000000003,8.444581999999999,1.5438939999999999,12,12,0.27240000000000003,0.509834,0.01126,0.038118,0.6752919999999999,0.330948,1.246752,92.0
2770,24,864,138,18,10,86.0,24,8208.0,45.0,28.0,1.611812,0.85147,1.035222,0.6820050000000001,0.0,0.140592,0.0,0.0,0.3862120000000001,8.422706,0.272134,8.418501,1.5923090000000004,12,11,0.16444399999999998,0.85147,0.11377799999999999,0.0,0.6729290000000001,0.330948,1.246758,53.0
2771,36,132,60,24,12,144.0,34,18084.0,60.0,24.0,2.38017,0.253616,1.8125900000000001,0.7157279999999999,0.000234,0.133628,0.0,0.0,0.3145440000000001,8.699034000000001,0.23157600000000003,8.699034000000001,2.328076,12,12,0.297141,0.253616,0.256152,0.0,0.779596,0.330948,1.247258,24.0
2772,60,48,60,24,12,109.0,12,4716.0,36.0,36.0,1.5796390000000002,0.332544,1.09895,0.693991,0.0,0.092885,0.0,0.0,0.3145440000000001,8.448309,0.23157600000000003,8.448309,1.547015,12,12,0.21523000000000003,0.332239,0.054293999999999995,0.0,0.8061420000000001,0.330948,1.246752,45.0
2773,36,132,60,24,12,79.0,36,9103.0,44.0,32.0,1.445549,0.093057,1.010855,0.660699,0.0,0.06009600000000001,0.0,0.0,0.3145440000000001,8.426423,0.23157600000000003,8.426423,1.432702,12,12,0.129794,0.093057,0.0,1e-06,0.8148620000000001,0.330948,1.246752,28.0
2775,12,360,72,24,12,131.0,14,1409.0,60.0,24.0,1.7440699999999998,0.14028900000000002,1.175526,0.7977540000000001,0.0,0.086524,0.227458,1.6294489999999997,0.3145440000000001,8.511216,0.264391,8.500758,1.7394489999999998,12,12,0.098081,0.13661700000000002,0.6405919999999999,0.25610600000000006,0.20443899999999998,0.33778300000000006,1.249193,24.0
2776,48,600,60,24,12,75.0,12,8232.0,60.0,24.0,1.429084,0.145679,1.047342,0.6602669999999999,0.0,0.067812,0.0,0.0,0.3145440000000001,8.41464,0.23157600000000003,8.41464,1.418206,12,12,0.11077300000000001,0.145473,0.004315,0.009800000000000001,0.206959,0.330948,1.246752,108.0
2777,60,120,60,24,12,51.0,48,10620.0,36.0,36.0,1.342177,0.01812,1.011662,0.659632,0.0,0.052434,0.0,0.0,0.3145440000000001,8.395906,0.23157600000000003,8.395906,1.3390650000000002,12,12,0.089633,0.01812,0.0,0.0,0.07489299999999999,0.330948,1.246752,36.0
2778,48,612,60,24,12,81.0,36,14142.0,42.0,24.0,1.4537060000000002,0.137749,1.027297,0.6603990000000001,0.0,0.065701,0.0,0.0,0.3145440000000001,8.424959,0.23157600000000003,8.424959,1.4544579999999998,12,12,0.074032,0.137749,7.3e-05,0.0,1.192607,0.330948,1.246752,12.0
2779,24,384,36,24,12,142.0,48,19293.0,60.0,15.0,1.80813,0.25229599999999996,1.1490750000000003,0.7184050000000001,0.0,0.089933,0.0,0.0,0.3145440000000001,8.531168,0.23157600000000003,8.531168,1.773755,12,12,0.231592,0.252084,0.4980260000000001,0.000326,0.27512200000000003,0.330974,1.247611,24.0
2780,96,348,122,19,12,135.0,12,15249.0,60.0,23.0,2.006519,0.7258399999999999,1.409977,0.8351469999999999,0.0,0.16447700000000004,2.028596,0.0,0.3145440000000001,8.54339,0.37104699999999996,8.469575,1.962821,12,12,0.258707,0.695785,0.10872299999999999,0.009510000000000001,0.5259389999999999,0.330948,1.246752,20.0
2781,70,490,123,14,10,62.0,20,6786.0,45.0,9.0,1.19581,0.010903,0.841796,0.5726969999999999,0.0,0.045001,0.45507100000000006,1.3493269999999997,0.2621200000000001,7.022844,0.236268,7.004479000000001,1.209239,10,9,0.00552,0.010039,0.030411,0.0,0.12165400000000001,0.27579,1.03896,42.0
2782,96,624,60,24,12,71.0,35,1788.0,60.0,24.0,1.4074840000000004,0.036223,1.010854,0.6629550000000002,0.0,0.054487,0.0,0.0,0.3145440000000001,8.417343,0.23157600000000003,8.417343,1.416421,12,12,0.029488,0.036223,0.000398,0.0,0.19742,0.330948,1.256929,119.0
2783,84,924,60,24,12,99.0,48,14928.0,56.0,17.0,1.556917,0.412861,1.0100040000000001,0.659705,0.000329,0.09285,0.0,0.0,0.3145440000000001,8.440326,0.23157600000000003,8.440326,1.568741,12,12,0.024211999999999997,0.41273099999999996,0.0,0.0,0.050754999999999995,0.330948,1.256635,108.0
2784,36,426,72,6,6,44.0,12,5556.0,18.0,18.0,0.742883,0.39819899999999997,0.5050020000000001,0.330042,0.0,0.065801,0.386211,0.0,0.15727200000000002,4.192614,0.14233800000000002,4.178560000000001,0.742095,6,5,0.042289,0.39819899999999997,0.0,0.0,0.09092399999999999,0.16547399999999998,0.728858,24.0
2785,12,360,50,24,12,99.0,15,12188.0,60.0,20.0,1.532009,0.05489,1.012028,0.675307,0.0,0.05744,0.0,0.0,0.3145440000000001,8.458969,0.23157600000000003,8.458969,1.5314959999999997,12,12,0.08053,0.054883,0.070168,0.029573,0.11015,0.330948,1.246752,24.0
2787,60,276,34,24,12,76.0,48,1992.0,84.0,12.0,1.433351,0.09473499999999999,1.022839,0.660727,0.0,0.061054,0.0,0.0,0.3145440000000001,8.421378999999998,0.23157600000000003,8.421378999999998,1.440248,12,12,0.046834,0.093615,0.0,0.0,0.4284430000000001,0.330948,1.246752,78.0
2788,24,192,101,10,8,52.0,16,2070.0,38.0,10.0,0.9618530000000001,0.162452,0.687766,0.44010099999999996,0.0,0.05116799999999999,0.513473,0.0,0.20969600000000005,5.608364999999999,0.189685,5.589679,0.968122,8,7,0.024038000000000004,0.162452,0.0,0.0,0.132363,0.22063199999999997,0.831168,50.0
2789,24,216,59,24,12,104.0,20,2795.0,58.0,25.0,1.5639519999999998,0.067917,1.0281740000000001,0.6605500000000001,0.000474,0.05912900000000001,0.0,0.0,0.3145440000000001,8.46892,0.23157600000000003,8.46892,1.5311169999999996,12,12,0.221821,0.066972,9.400000000000001e-05,0.00030100000000000005,0.350974,0.331262,1.25581,118.0
2791,36,132,60,24,12,107.0,18,15336.0,60.0,24.0,1.583962,0.121449,1.062135,0.8617529999999999,0.0,0.08221700000000001,0.0,0.0,0.3145440000000001,8.458098,0.23157600000000003,8.458098,1.5705360000000002,12,12,0.133462,0.121449,0.9163660000000001,0.17559299999999997,0.400397,0.330948,1.246752,38.0
2792,84,468,60,24,12,143.0,12,15842.0,60.0,17.0,1.7802159999999998,0.15143900000000002,1.018683,0.810653,0.0,0.07838700000000001,0.0,0.0,0.3145440000000001,8.530265,0.23157600000000003,8.530265,1.780783,12,12,0.066813,0.14719799999999997,0.415889,0.000517,0.257425,0.3651150000000001,1.342387,36.0
2793,84,876,60,24,12,87.0,36,14988.0,36.0,36.0,1.4801980000000001,0.864153,1.035606,0.661043,0.0,0.14025600000000002,0.0,0.0,0.3145440000000001,8.376562,0.23157600000000003,8.376562,1.4830759999999998,12,12,0.055709,0.863625,2e-06,0.0,0.8613129999999999,0.330948,1.246752,36.0
2794,12,360,60,24,12,48.0,48,18180.0,60.0,24.0,1.361607,0.013467,1.0100040000000001,0.66338,0.0,0.052147,0.0,0.0,0.3145440000000001,8.402978,0.23157600000000003,8.402978,1.37642,12,12,0.010617,0.012115,0.022366999999999998,0.0,0.033915,0.330948,1.246752,109.0
2795,72,300,60,24,12,75.0,36,8880.0,60.0,12.0,1.4509050000000001,0.021932,1.0206629999999999,0.6663800000000001,0.0,0.053945,0.0,0.0,0.3145440000000001,8.433073000000002,0.23157600000000003,8.433073000000002,1.4476399999999998,12,12,0.061586,0.014374999999999999,0.04607000000000001,0.0,0.07994199999999999,0.330974,1.246752,38.0
2796,24,384,60,24,12,81.0,12,19332.0,60.0,24.0,1.4554610000000001,0.13340400000000002,1.01342,0.664264,0.0,0.064653,0.42452399999999996,0.0,0.3145440000000001,8.426388,0.26076,8.410942,1.429845,12,12,0.156076,0.131332,0.018201000000000002,0.014535000000000001,0.484971,0.33493000000000006,1.249246,108.0
2797,72,420,30,24,12,32.0,36,4692.0,36.0,36.0,1.3191249999999999,0.016696,1.013615,0.6601919999999999,0.0,0.052460999999999994,0.0,0.0,0.3145440000000001,8.387756000000001,0.23157600000000003,8.387756000000001,1.3327060000000002,12,12,0.016225999999999997,0.016696,0.0,0.0,0.153637,0.330948,1.246752,41.0
2798,72,252,60,24,12,110.0,36,12409.0,36.0,36.0,1.8206620000000002,0.37229199999999996,1.1922490000000001,0.660792,0.0,0.100436,0.0,0.0,0.3145440000000001,8.52745,0.23157600000000003,8.52745,1.7747519999999999,12,12,0.276315,0.366325,0.0,0.0,0.503953,0.330948,1.246752,24.0
2799,36,816,60,24,12,115.0,32,16524.0,60.0,36.0,1.600721,0.6794720000000001,1.077566,0.661502,0.0,0.124244,0.0,0.0,0.3145440000000001,8.431460000000001,0.23157600000000003,8.431460000000001,1.509077,12,12,0.45431499999999997,0.651594,0.006094000000000001,0.0,0.772181,0.330948,1.24685,95.0
2800,96,972,42,24,12,57.0,36,11112.0,36.0,36.0,1.376803,0.016726,1.0537010000000002,0.664724,0.0,0.05545299999999999,0.0,0.0,0.3145440000000001,8.405779,0.23157600000000003,8.405779,1.3846910000000001,12,12,0.04162,0.016726,5e-06,0.0,0.048062999999999995,0.330948,1.246752,84.0
2801,36,132,60,24,12,107.0,12,8490.0,60.0,15.0,1.571975,0.08071500000000001,1.0141040000000001,0.662491,0.00686,0.06601699999999999,0.0,0.0,0.3145440000000001,8.466415,0.23157600000000003,8.466415,1.530189,12,12,0.26156300000000005,0.08071500000000001,0.010357,0.0,0.23718899999999998,0.33151899999999995,1.2473480000000001,108.0
2802,12,360,114,20,12,62.0,36,18482.0,60.0,23.0,1.3771179999999998,0.038769000000000005,1.0222040000000001,0.660228,0.0,0.055275,0.0,0.0,0.3145440000000001,8.406025999999999,0.23157600000000003,8.406025999999999,1.3681440000000002,12,12,0.097331,0.036564000000000006,4.5e-05,0.00032,0.17782900000000001,0.330948,1.2467910000000002,106.0
2803,24,84,60,24,12,141.0,36,14904.0,36.0,36.0,1.85119,0.5940529999999999,1.202651,0.664856,0.0,0.12402,0.0,0.0,0.3145440000000001,8.519951,0.23157600000000003,8.519951,1.6834570000000002,12,12,0.7872089999999999,0.5929559999999999,0.0,0.0,2.504383,0.330948,1.246752,12.0
2804,12,360,58,24,12,112.0,84,11796.0,36.0,36.0,1.5963690000000001,0.17547000000000001,1.040925,0.661046,0.0,0.07048800000000001,0.0,0.0,0.3145440000000001,8.471556000000001,0.23157600000000003,8.471556000000001,1.551604,12,12,0.24360300000000001,0.174377,8.599999999999999e-05,0.0,0.43496599999999996,0.330948,1.246752,36.0
2805,72,300,46,24,12,115.0,12,17345.0,58.0,17.0,1.6178789999999998,0.21729900000000002,1.0660699999999999,0.6687039999999999,0.0,0.076999,0.0,0.0,0.3145440000000001,8.474098,0.23157600000000003,8.474098,1.521064,12,12,0.4560740000000001,0.19426200000000002,0.037565999999999995,0.009972,1.425257,0.330948,1.246752,33.0
2806,10,300,123,14,10,75.0,20,1250.0,50.0,20.0,1.237377,0.226839,0.842101,0.552708,0.0,0.06542999999999999,0.0,0.0,0.2621200000000001,7.021679000000001,0.19298,7.021679000000001,1.234089,10,9,0.07905999999999999,0.226839,0.0051920000000000004,0.006390999999999999,0.42880499999999994,0.27579,1.03896,63.0
2807,36,780,28,24,12,112.0,18,12904.0,60.0,24.0,1.589207,0.39016500000000004,1.0657999999999999,0.68001,0.0,0.09547499999999999,0.0,0.0,0.3145440000000001,8.449679,0.23157600000000003,8.449679,1.559231,12,12,0.206527,0.387033,0.020815000000000004,0.23623199999999997,0.5603880000000001,0.330948,1.246752,45.0
2808,36,792,60,24,12,79.0,36,6799.0,58.0,18.0,1.441167,0.039781,1.036572,0.6605840000000001,0.00071,0.057053999999999994,0.0,0.0,0.3145440000000001,8.427234,0.23157600000000003,8.427234,1.4461249999999999,12,12,0.051941,0.039781,0.0,0.0,0.908806,0.330948,1.249655,39.0
2809,56,84,86,8,7,67.0,14,10563.0,35.0,14.0,0.9363429999999999,0.16108899999999998,0.593005,0.39549599999999996,0.0,0.046945999999999995,0.681413,0.0,0.18348400000000004,4.939036,0.181935,4.914242,0.9048510000000001,7,6,0.18388199999999996,0.16108899999999998,0.074343,0.025316,0.197153,0.19305299999999997,0.727272,8.0
2810,36,240,60,24,12,125.0,21,16452.0,60.0,24.0,1.756936,0.020804999999999997,1.054234,0.6695490000000001,0.0,0.056282,0.0,0.0,0.3145440000000001,8.539173,0.23157600000000003,8.539173,1.773227,12,12,0.005587999999999999,0.020804999999999997,0.101595,0.11388899999999999,0.080358,0.330948,1.246752,24.0
2811,84,756,54,24,12,98.0,12,16356.0,60.0,24.0,1.5220580000000001,0.19455200000000003,1.012151,0.6809879999999999,0.0,0.072115,0.0,0.0,0.3145440000000001,8.444092000000001,0.23157600000000003,8.444092000000001,1.4908389999999998,12,12,0.211277,0.19439,0.022226,0.075499,0.32885,0.330948,1.246752,24.0
2812,12,360,122,19,12,51.0,36,16452.0,60.0,24.0,1.345321,0.005965,1.081579,0.659671,0.0,0.055786999999999996,0.0,0.0,0.3145440000000001,8.394416999999999,0.23157600000000003,8.394416999999999,1.359175,12,12,0.015458999999999999,0.005965,0.0,0.0,0.026514999999999997,0.330948,1.246752,100.0
2813,96,36,60,24,12,86.0,12,3648.0,60.0,36.0,1.4832360000000002,0.064944,1.013882,0.66882,0.0,0.058073,0.0,0.0,0.3145440000000001,8.441277999999999,0.23157600000000003,8.441277999999999,1.48266,12,12,0.076598,0.064944,0.034145,0.0,0.282321,0.330948,1.2468730000000001,108.0
2814,36,336,60,24,12,60.0,48,11340.0,36.0,36.0,1.3733980000000001,0.097163,1.011053,0.660021,0.0,0.060472000000000005,0.0,0.0,0.3145440000000001,8.400689,0.23157600000000003,8.400689,1.347383,12,12,0.190172,0.09711099999999999,0.0,0.0,0.24902499999999994,0.330948,1.246752,36.0
2815,12,27,36,3,3,16.0,27,3918.0,15.0,3.0,0.358334,0.062033,0.25250100000000003,0.166786,0.0,0.019084,0.056965,0.0,0.078636,2.102386,0.061810000000000004,2.1003119999999997,0.359032,3,2,0.0059310000000000005,0.05359,0.024731,0.0,0.14700000000000002,0.08301800000000001,0.312614,0.0
2816,60,48,60,24,12,85.0,12,16404.0,60.0,24.0,1.4715390000000002,0.08113800000000002,1.014504,0.67554,0.0,0.060294,0.0,0.0,0.3145440000000001,8.435434,0.23157600000000003,8.435434,1.4755669999999999,12,12,0.057416999999999996,0.08113800000000002,0.0020139999999999997,0.03675300000000001,0.15797399999999998,0.3355000000000001,1.2484119999999999,108.0
2817,12,360,60,24,12,84.0,12,10728.0,60.0,12.0,1.4703830000000002,0.20296799999999998,1.013082,0.6650429999999999,0.0,0.071775,0.0,0.0,0.3145440000000001,8.426136000000001,0.23157600000000003,8.426136000000001,1.453279,12,12,0.13997500000000002,0.201037,0.026060000000000003,0.0,0.28221100000000005,0.33736600000000005,1.2542799999999998,108.0
2819,42,234,72,6,6,32.0,12,7065.0,36.0,12.0,0.690697,0.000107,0.5050020000000001,0.33726500000000004,0.0,0.025839,0.17052599999999998,0.0,0.15727200000000002,4.20516,0.127512,4.198955,0.699163,6,5,0.001201,0.000107,0.025014,0.0,0.001612,0.16547399999999998,0.623376,6.0
2820,96,624,84,23,11,89.0,15,16380.0,60.0,24.0,1.518222,0.17274399999999998,1.042966,0.7902850000000001,0.0,0.080539,0.0,0.0,0.3145440000000001,8.436214999999999,0.23157600000000003,8.436214999999999,1.5083450000000003,12,12,0.10315099999999999,0.17236999999999997,0.195518,0.0323,0.254351,0.330948,1.246752,24.0
2821,36,288,60,24,12,125.0,28,1512.0,60.0,24.0,1.6703960000000002,0.38861999999999997,1.0100040000000001,0.667145,0.0,0.090641,0.0,0.0,0.3145440000000001,8.482050999999998,0.23157600000000003,8.482050999999998,1.5557789999999998,12,12,0.581192,0.38861999999999997,0.011690999999999998,0.000354,2.219236,0.330948,1.246752,20.0
2822,12,360,60,24,12,109.0,54,16172.0,60.0,20.0,1.5812799999999998,0.24443600000000001,1.0245790000000001,0.682046,0.0,0.07809300000000001,0.0,0.0,0.3145440000000001,8.460343,0.23157600000000003,8.460343,1.588501,12,12,0.045326,0.24443600000000001,0.035211,0.128054,0.39463099999999995,0.330948,1.246752,59.0
2823,36,336,33,24,12,97.0,12,2412.0,60.0,12.0,1.524567,0.417668,1.0100040000000001,0.661407,0.0,0.093146,0.030106,0.41037799999999997,0.3145440000000001,8.428689,0.23654900000000004,8.427044,1.4804119999999998,12,12,0.262705,0.41462099999999996,0.004081,0.0,0.610958,0.331722,1.247805,108.0
2824,48,648,60,24,12,64.0,36,10617.0,38.0,35.0,1.396354,0.025335999999999997,1.035065,0.660152,0.0,0.054747,0.0,0.0,0.3145440000000001,8.41322,0.23157600000000003,8.41322,1.394778,12,12,0.08291699999999999,0.025335999999999997,0.000816,0.002868,0.212395,0.330948,1.246752,82.0
2825,48,732,60,24,12,125.0,14,10864.0,36.0,36.0,1.6623119999999996,0.712624,1.013027,0.6618250000000001,0.0,0.12340999999999999,0.0,0.0,0.3145440000000001,8.453824,0.23157600000000003,8.453824,1.5751439999999997,12,12,0.46103400000000005,0.712624,0.0,0.0,2.113517,0.330948,1.246752,12.0
2826,60,768,60,24,12,52.0,84,2832.0,78.0,15.0,1.3386360000000002,0.038603,1.010296,0.659959,0.0,0.054454999999999996,0.0,0.0,0.3145440000000001,8.393094,0.23157600000000003,8.393094,1.339316,12,12,0.073007,0.038603,0.0,0.0,0.17483600000000002,0.330948,1.246752,64.0
2827,72,660,50,24,12,78.0,34,13984.0,54.0,25.0,1.449831,0.031117,1.0196550000000002,0.6948880000000001,0.0,0.057064000000000004,0.0,0.0,0.3145440000000001,8.430281,0.23157600000000003,8.430281,1.4417890000000002,12,12,0.04493799999999999,0.024229,0.034284999999999996,0.28107000000000004,2.438913,0.330948,1.3382219999999998,64.0
2829,24,444,105,21,12,80.0,36,504.0,36.0,36.0,1.453024,0.126217,1.1422609999999997,0.6601530000000001,0.0,0.072052,0.403146,0.0,0.3145440000000001,8.419798,0.259293,8.40513,1.4604799999999998,12,12,0.04032499999999999,0.126217,0.0,0.0,0.48645399999999994,0.330948,1.246752,36.0
2830,60,120,60,24,12,69.0,42,11112.0,36.0,36.0,1.4252330000000002,0.033902999999999996,1.0100040000000001,0.659746,0.0,0.053942,0.0,0.0,0.3145440000000001,8.424025,0.23157600000000003,8.424025,1.388913,12,12,0.216246,0.033902999999999996,0.0,0.0,0.244676,0.330948,1.246752,36.0
2831,96,180,60,24,12,76.0,17,8891.0,46.0,31.0,1.4364290000000002,0.056713,1.012345,0.694791,0.0,0.059183,0.0,0.0,0.3145440000000001,8.423913999999998,0.23157600000000003,8.423913999999998,1.4408779999999999,12,12,0.057659,0.056713,0.126408,0.0,0.223298,0.330948,1.246752,60.0
2832,33,506,130,16,11,132.0,22,1210.0,55.0,22.0,2.289768,0.25714699999999996,0.9458320000000001,0.627535,0.0,0.07557199999999999,0.73934,0.124339,0.2883320000000001,8.048513,0.26939399999999997,8.021445,1.5094949999999998,11,10,3.4919969999999996,0.256791,0.20821899999999996,0.21273,3.334,0.303369,1.142856,16.0
2833,60,720,32,24,12,103.0,12,1503.0,60.0,21.0,1.5434889999999999,0.312536,1.012592,0.6827629999999999,5.4e-05,0.08435000000000001,0.0,0.0,0.3145440000000001,8.442173,0.23157600000000003,8.442173,1.496161,12,12,0.27872,0.311892,0.079986,0.108058,0.319659,0.330951,1.246828,24.0
2834,36,72,60,24,12,69.0,36,15888.0,60.0,24.0,1.40595,0.059664,1.010166,0.662038,0.000313,0.057066,0.0,0.0,0.3145440000000001,8.414805999999999,0.23157600000000003,8.414805999999999,1.3525079999999998,12,12,0.306316,0.05966200000000001,0.000754,0.001973,1.545626,0.330948,1.2467540000000001,12.0
2836,12,360,18,24,12,59.0,36,13452.0,36.0,36.0,1.359373,0.15284799999999996,1.0104490000000002,0.6628580000000001,0.0,0.06632600000000001,0.014499999999999999,0.0,0.3145440000000001,8.391210000000001,0.23257200000000003,8.390683000000001,1.363607,12,12,0.016659,0.15275399999999995,0.0,0.0,0.976607,0.330948,1.246752,22.0
2837,24,216,60,24,12,87.0,44,8813.0,58.0,14.0,1.483976,0.18803299999999998,1.244915,0.659915,0.0,0.085062,0.0,0.0,0.3145440000000001,8.420637,0.23157600000000003,8.420637,1.4878419999999999,12,12,0.040279,0.18803299999999998,0.0,0.0,0.12521300000000002,0.330948,1.246752,120.0
2838,84,936,60,24,12,86.0,21,3020.0,60.0,22.0,1.4731349999999999,0.17921199999999998,1.0136290000000001,0.679684,0.0,0.070547,0.0,0.0,0.3145440000000001,8.428056,0.23157600000000003,8.428056,1.464221,12,12,0.11654400000000001,0.129918,0.09988,0.010942000000000002,0.3280139999999999,0.330948,1.246752,45.0
2839,24,520,101,10,7,63.0,48,8831.0,55.0,16.0,1.0357499999999997,0.0,0.690136,0.477302,0.0,0.037718999999999996,0.810041,1.40398,0.20969600000000005,5.644837,0.221022,5.613481,1.047706,8,7,0.0,0.0,0.007657000000000001,0.5391929999999999,0.001543,0.22063199999999997,0.831168,30.0
2840,48,648,60,24,12,74.0,36,9420.0,60.0,24.0,1.427196,0.031645,1.010821,0.6634180000000002,0.0,0.054054000000000005,0.0,0.0,0.3145440000000001,8.424627999999998,0.23157600000000003,8.424627999999998,1.432696,12,12,0.048309,0.029967000000000004,0.039387,0.0,0.17059999999999997,0.330948,1.246752,108.0
2841,60,120,60,24,12,43.0,48,9324.0,60.0,12.0,1.335799,0.008798,1.0100040000000001,0.659602,0.0,0.051372,0.0,0.0,0.3145440000000001,8.394479,0.23157600000000003,8.394479,1.3479780000000001,12,12,0.017683,0.008798,0.0,0.0,0.029206,0.330948,1.246752,120.0
2842,84,468,60,24,12,85.0,34,12696.0,60.0,12.0,1.471521,0.136107,1.0115,0.66503,0.0,0.06486399999999999,0.0,0.0,0.3145440000000001,8.431887,0.23157600000000003,8.431887,1.4315429999999998,12,12,0.24538700000000002,0.136073,0.01099,0.0,0.369453,0.330948,1.246752,113.0
2843,16,300,47,4,4,25.0,8,6476.0,20.0,8.0,0.505222,0.046244,0.336668,0.22022599999999998,0.0,0.021563,0.0,0.0,0.158866,2.8158640000000004,0.10499,2.812694,0.5073570000000001,4,3,0.015835,0.046117,2.1e-05,0.005974,0.09580700000000002,0.110316,0.415584,9.0
2844,16,56,101,10,7,39.0,16,7807.0,38.0,8.0,0.9309610000000001,0.035412,0.673336,0.44090399999999996,0.0,0.03735,0.25197600000000003,0.0,0.20969600000000005,5.608173000000001,0.17170600000000003,5.599004,0.9379620000000001,8,7,0.017731,0.035412,0.004412,0.0,0.22073899999999996,0.22063199999999997,0.831168,30.0
2845,60,276,60,24,8,42.0,38,14218.0,72.0,19.0,1.3614810000000002,0.001285,1.0100040000000001,0.665357,0.0,0.051062,0.0,0.0,0.3145440000000001,8.403773000000001,0.23157600000000003,8.403773000000001,1.378851,12,12,0.000263,0.001285,0.017197,0.046601,0.0037670000000000004,0.330948,1.246752,68.0
2846,48,612,60,24,12,136.0,13,19397.0,60.0,24.0,1.7074290000000003,0.652254,1.010423,0.6685439999999999,0.071586,0.18883699999999998,0.0,0.0,0.3145440000000001,8.419060999999997,0.23157600000000003,8.419060999999997,1.54594,12,12,0.762572,0.6515569999999999,0.039019000000000005,0.067089,1.208358,0.31754,1.245273,24.0
2847,36,540,60,24,12,109.0,12,15312.0,60.0,24.0,1.563853,0.10296299999999999,1.068132,0.6697320000000001,0.0,0.065575,0.0,0.0,0.3145440000000001,8.463894000000002,0.23157600000000003,8.463894000000002,1.5466739999999999,12,12,0.14645,0.10288199999999999,0.124361,0.043132,0.7004240000000002,0.330948,1.246752,24.0
2848,48,114,72,6,6,68.0,12,9426.0,30.0,6.0,0.8411949999999999,0.22880299999999998,0.543094,0.353114,0.0,0.052874,0.625567,0.0,0.15727200000000002,4.23729,0.158796,4.214527,0.798664,6,5,0.21650999999999998,0.22074500000000002,0.028167,0.0,0.224396,0.16547399999999998,0.623376,6.0
2849,12,360,60,24,12,136.0,12,1392.0,60.0,24.0,1.78531,0.518484,1.012034,0.6916689999999999,5.7e-05,0.10598899999999999,0.0,0.0,0.3145440000000001,8.510684,0.23157600000000003,8.510684,1.628425,12,12,0.756148,0.518484,0.017503000000000005,0.16985699999999998,0.7681800000000001,0.409743,1.284934,60.0
2850,12,360,60,24,12,131.0,24,1368.0,60.0,24.0,1.836161,0.153967,1.0222189999999998,0.731462,0.004597,0.077198,0.0,0.0,0.3145440000000001,8.550913000000001,0.23157600000000003,8.550913000000001,1.779024,12,12,0.329582,0.153967,0.072633,0.49592800000000004,0.416222,0.331553,1.2536289999999999,31.0
2851,84,984,60,24,10,48.0,78,15348.0,60.0,24.0,1.3616629999999998,0.020416,1.0100040000000001,0.660558,0.0,0.05263,0.0,0.0,0.3145440000000001,8.402622000000001,0.23157600000000003,8.402622000000001,1.355998,12,12,0.10102799999999999,0.020416,0.0,0.0,0.080743,0.330948,1.247426,120.0
2852,48,516,60,24,12,85.0,12,9084.0,60.0,24.0,1.471742,0.294993,1.014195,0.664067,0.0,0.08114099999999999,0.0,0.0,0.3145440000000001,8.419359,0.23157600000000003,8.419359,1.4444309999999998,12,12,0.19559400000000005,0.29421600000000003,0.039532,0.017622,0.445661,0.330948,1.246752,52.0
2853,49,574,86,8,7,57.0,14,9468.0,21.0,21.0,0.8907949999999999,0.058587,0.604631,0.3879099999999999,0.0,0.036674,0.0,0.0,0.25130600000000003,4.93093,0.20312199999999997,4.926950000000001,0.8925559999999999,7,6,0.031748,0.058587,0.001984,0.0,0.119681,0.19305399999999998,0.727851,36.0
2854,36,684,60,24,12,62.0,36,16548.0,60.0,36.0,1.380637,0.016166999999999997,1.0100040000000001,0.6628539999999999,0.0,0.05238,0.0,0.0,0.3145440000000001,8.40951,0.23157600000000003,8.40951,1.394158,12,12,0.017224,0.016166999999999997,3e-06,0.0,2.8713970000000004,0.330948,1.246752,12.0
2856,48,600,60,24,12,117.0,12,12578.0,58.0,15.0,1.647189,0.39506699999999995,1.029523,0.6642079999999998,0.000635,0.09297800000000002,0.0,0.0,0.3145440000000001,8.472056,0.23157600000000003,8.472056,1.618575,12,12,0.20010599999999998,0.39345,0.09402,0.000767,0.585896,0.330948,1.249024,24.0
2857,60,996,60,24,12,94.0,12,9036.0,60.0,12.0,1.512177,0.082454,1.081777,0.660851,0.0,0.06368,0.0,0.0,0.3145440000000001,8.447141,0.23157600000000003,8.447141,1.4813620000000003,12,12,0.204558,0.082454,6e-06,0.0,0.931119,0.330948,1.251005,102.0
